fragment,avg_score,count
[14*]c1nc([14*])c2c(n1)CCC2,-10.388689041137695,2
[12*]S(=O)(=O)c1ccc2oc(=O)n(C)c2c1,-10.3710298538208,1
[5*]N1CCN(C2CCc3cc([16*])ccc32)[C@@H](C)C1,-10.370125770568848,1
[9*]n1ccc(=O)c([14*])n1,-10.353787740071615,3
[8*]C(N)C(C)C,-10.327326774597168,1
[14*]c1[nH]c2c(c1C)C(=O)CC(C)(C)C2,-10.318866729736328,1
[12*]S(=O)(=O)c1ccc2[nH]cc([16*])c(=O)c2c1,-10.288272857666016,1
[9*]n1nc([14*])c([14*])n1,-10.286330223083496,1
[4*][C@H]([8*])C[8*],-10.275513966878256,3
[5*]N1c2ccccc2CC1C,-10.252618789672852,2
[14*]c1nc2ccc(C#N)cc2[nH]1,-10.238997459411621,1
[9*]n1cnc2c([16*])cc([16*])cc21,-10.233810424804688,3
[16*]c1ccc(O)c(F)c1,-10.228947639465332,1
[15*]C1CC([15*])C1,-10.218759536743164,2
[8*]CC[C@@H]([8*])O,-10.218759536743164,2
[16*]c1cnc(N)c(Cl)c1[16*],-10.218262672424316,1
[5*]N1CCC2(CC1)NC(=O)NC2=O,-10.218262672424316,1
[14*]c1ncc([N+](=O)[O-])n1C,-10.216572761535645,1
[5*]N1c2ccccc2CCc2ccc([16*])cc21,-10.181902885437012,1
[12*]S(=O)(=O)c1c(C)noc1[14*],-10.171316146850586,1
[14*]c1ncc(F)cc1[16*],-10.155644416809082,1
[9*]n1c([14*])nc2cc(S(=O)(=O)CC)ccc21,-10.13697338104248,1
[12*]S(=O)(=O)c1ccc2c(c1)OCCN2C,-10.123982429504395,1
[13*]C1(C)OC(c2ccc(C)cc2)=NN1C(C)=O,-10.12248706817627,1
[9*]n1c(N)nc2cc(Cl)c(Cl)cc21,-10.120953559875488,1
[3*]O/N=C\c1cccc([16*])c1,-10.116267204284668,1
[14*]c1nc2c(=O)[nH]c(N)nc2[nH]1,-10.115778923034668,1
[12*]S(=O)(=O)c1ccc2nc(C)sc2c1,-10.11204719543457,1
[14*]c1cnc2ccc([16*])cc2n1,-10.089021682739258,3
[14*]c1nnc(S)o1,-10.08187198638916,1
[4*]CC(O)CCC,-10.069479942321777,1
[14*]c1nc2c([16*])ccnn2c1[14*],-10.068360328674316,1
[5*]N1CCC([15*])(O)C1,-10.067009925842285,1
[16*]c1ccc(F)c(C)c1,-10.056171417236328,2
[5*]N1CCC2(COCc3cnc([14*])nc32)C1,-10.026265144348145,1
[14*]c1nccn2ccnc12,-10.020580291748047,1
[12*]S(=O)(=O)c1ccc2[nH]c(=O)ccc2c1,-10.012653350830078,1
[4*]C([8*])C(C(C)=O)C(C)=O,-9.96457290649414,1
[8*][C@](C)(O)C#Cc1ccc2c(c1)-c1nc([14*])sc1C(C)CO2,-9.961771011352539,1
[16*]c1cc(C)cc(Cl)c1[16*],-9.94874095916748,1
[4*]CC(O)C[C@@H](O)CC(=O)O,-9.94874095916748,1
[10*]N1C(=O)c2cc([14*])nc([14*])c2C1=O,-9.932937622070312,1
[5*]N1CCC2(CCNCC2)C1,-9.925263404846191,1
[14*]c1n[nH]c2c1[C@@H](c1ccc([16*])cc1)C(C#N)=C(N)O2,-9.892516136169434,1
[14*]c1n[nH]c2cc(Br)ccc12,-9.890169143676758,1
[15*]C1([15*])CCCCN(C)C1=O,-9.881620407104492,1
[8*]C([8*])(C)N,-9.881620407104492,1
[13*][C@@H]1OC([13*])([13*])C[C@H](O)[C@H]1[15*],-9.867218017578125,1
[4*][C@]1([13*])C[C@H](O)[C@@H]([15*])[C@H]([13*])O1,-9.867218017578125,1
[8*][C@H](O)[C@H](O)CO,-9.867218017578125,1
[5*]N1CCn2c(nc3c2c(=O)n(C)c(=O)n3C)C1,-9.866238594055176,1
[5*]N1CC[C@H]([15*])[C@H]([15*])C1,-9.86144733428955,2
[5*]N1C[C@H]2CCC[C@@]2([15*])C1,-9.85546588897705,1
[13*][C@H]1CCO[C@@]([13*])(C)O1,-9.838383674621582,1
[14*]c1snc2cc([16*])cnc12,-9.837154388427734,1
[13*]C1CCCN1S(=O)(=O)N(C)C,-9.808707237243652,1
[5*]N1C[C@@H]2CN(C)CCO[C@@H]2C1,-9.803555488586426,1
[1*]C(=O)CC(F)(F)F,-9.79443073272705,1
[15*][C@@H]1COC[C@H]1O,-9.79443073272705,1
[15*]C1COc2ccc([16*])c([16*])c2C1,-9.786404609680176,1
[9*]n1ncc2c([14*])ncnc21,-9.773041407267252,6
[16*]c1ccc2cc(N)ncc2c1,-9.765810012817383,1
[4*]C1(C)COC1,-9.765810012817383,1
[4*]C[C@H](O)CO,-9.753811836242676,1
[6*]C(=O)CCC,-9.751437187194824,1
[16*]c1ccc2[nH]c(=O)c([16*])cc2c1,-9.751276969909668,1
[9*]n1c([14*])nc(C)c([16*])c1=O,-9.727595329284668,1
[5*]N1CCCc2cc(S([12*])(=O)=O)ccc21,-9.710821151733398,2
[13*][C@@H]1C[C@@H](O)[C@H]([13*])O1,-9.687666893005371,1
[14*]c1cnc2c(N)nccn12,-9.687666893005371,1
[9*]n1c([14*])nc2c1C(c1ccc(Cl)cc1C)N([10*])C2=O,-9.681166648864746,1
O=C1Nc2ccccc2C(=O)N2CCCCC12,-9.680327415466309,1
[16*]c1c(F)cn2c(=O)c([16*])cc([16*])c2c1C,-9.676416397094727,1
[5*]N/C=N/OC,-9.671189308166504,1
[15*][C@H]1CCOC[C@@H]1C,-9.659146308898926,1
[10*]N1C(=O)COC1=O,-9.651104927062988,1
[5*]N1CCO[C@@H](C)C1,-9.64465045928955,1
[15*][C@@H]1CCOC[C@H]1[15*],-9.644153594970703,1
[14*]c1c([16*])cnc2c(Br)cnn12,-9.638531684875488,1
[14*]c1nc2cc(Br)ccc2o1,-9.628731727600098,1
[5*]N1CCNC[C@H]1[13*],-9.628731727600098,1
[16*]c1ccc(C)cc1O,-9.611188888549805,2
[5*]N1CCC(N=c2c(O)c(O)c2=Nc2ccc(F)cc2)CC1,-9.61037540435791,1
[5*]N1CCc2n[nH]c([14*])c2C1,-9.609217643737793,1
[16*]c1ccc2c(c1)NC(=O)N(C)C2,-9.606220245361328,1
[5*]N[C@@H]1CC([13*])([13*])Oc2cc(Cl)ccc21,-9.606220245361328,1
[15*]C1CNCCOC1,-9.58647632598877,1
[16*]c1cc(C)c(O)cc1[16*],-9.582498550415039,1
[5*]N1CC(F)C1,-9.581794738769531,2
[1*]C(=O)C(C)(C)N,-9.581199010213217,3
[14*]c1ccn2nc([14*])cc2n1,-9.573529243469238,2
[10*]N1CC(=O)N(S(=O)(=O)c2ccc(C)c(C)c2)C1=O,-9.558753967285156,1
[14*]c1nc2ccc(C)cn2c1[14*],-9.542247772216797,3
[16*]c1cc(C)c(F)c(C)c1,-9.526933670043945,1
[9*]n1c([14*])nc2c([16*])cc(Cl)cc21,-9.526933670043945,1
[1*]C(=O)C(C)(O)C(F)(F)F,-9.526778221130371,1
[4*]CC#CCC([8*])([8*])O,-9.524044036865234,1
[16*]c1ccc([123I])cc1,-9.477265357971191,1
[5*]N1CC([15*])CS1(=O)=O,-9.473912239074707,2
[14*]c1ncnn2c(C)nc([14*])c12,-9.468140920003256,3
[8*]CS(=O)(=O)c1sc([14*])nc1[14*],-9.446820259094238,1
[4*]CCCS(C)(=O)=O,-9.442163467407227,2
[5*]N1CCc2ncsc2C1c1cc(Cl)ccc1[16*],-9.425384521484375,1
[14*]c1cc(Cl)nc([14*])n1,-9.421619415283203,1
[13*]C1CCCCC(=O)N1,-9.416142463684082,1
[12*]S(=O)(=O)c1ccc(C)c(Cl)c1,-9.405259132385254,1
[3*]OC1CC(=O)Nc2c1c(C)nn2[9*],-9.402213096618652,1
[9*]n1cc([16*])c2c(N)ncnc21,-9.397926330566406,4
[10*]N1Cc2cc([16*])ccc2C1=O,-9.386051177978516,1
[16*]c1ccc2ccnc(N)c2c1,-9.386051177978516,1
[14*]c1cc([16*])cn1S(=O)(=O)c1cc(Cl)ccc1N,-9.378996849060059,1
[16*]c1cnn2c(O)cc(C)nc12,-9.372940063476562,1
[8*]CC(N)=O,-9.368692398071289,4
[14*]c1cn2ccsc2n1,-9.342184066772461,1
[4*]CC([8*])(C)C,-9.318752924601236,3
[14*]c1nsc([14*])c1N,-9.313687642415365,3
[9*]n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,-9.311437606811523,1
[14*]c1cc2c(Cl)cc(Cl)cc2[nH]1,-9.305066108703613,2
[15*][C@@H]1COCC[C@@H]1[15*],-9.266809463500977,3
[12*]S(=O)(=O)c1c(C)nn(C)c1Cl,-9.247583389282227,1
[4*]C(C)C(=O)N/N=C/c1ccc([N+](=O)[O-])s1,-9.237183570861816,1
[14*]c1ncnc2c1cnn2C,-9.227333068847656,1
[5*]N1CC=C(c2ncc([16*])cc2Cl)CC1,-9.219439506530762,1
[5*]N1CCNCC1[13*],-9.218658447265625,1
[13*]C1(C)Cc2cnccc2C(N)=N1,-9.207984924316406,1
O=C1c2cc(Cl)ccc2OC2c3[nH]c4ccccc4c3CCN12,-9.191020011901855,1
[14*]c1nc2c(Cl)ncnc2[nH]1,-9.182605743408203,1
[15*][C@@H]1Cc2c(I)cccc2C[C@H]1O,-9.17988109588623,1
[14*]c1cc([14*])nc(C)n1,-9.16862424214681,6
[5*]N1[C@H]([13*])COC[C@@H]1[13*],-9.165998458862305,1
[14*]c1cc2n(n1)CCCC2,-9.163718223571777,1
[9*]n1nc2ccc([16*])cc2c1C,-9.163325309753418,1
[5*]N1CCCSc2c1cnn(C)c2=O,-9.162888526916504,1
[10*]N1C(=O)CC[C@]12CC[C@@H]([15*])CC2,-9.14698600769043,1
[16*]c1cc(Cl)cc(Cl)c1O,-9.143472671508789,1
[10*]N1CC[C@@]([15*])(O)C1=O,-9.142654418945312,1
[14*]c1cc2c(s1)-c1ccccc1OC2,-9.129178047180176,1
[1*]C(=O)C(C)(C)CCCC,-9.12839412689209,1
[12*]S(=O)(=O)c1cc([16*])cc(C)c1C,-9.12839412689209,1
[14*]c1cc(Cl)nc(N)n1,-9.112752914428711,2
[1*]C(=O)C1SCCc2ccccc21,-9.10611629486084,1
[15*][C@H]1C[C@H]2CC[C@@H](C1)N2C,-9.10131549835205,1
[9*]n1nc2c(=O)n([9*])nc(C)c2c1C,-9.067255020141602,2
[15*][C@H]1CC[C@]([15*])(C#N)CC1,-9.066666603088379,1
[8*][C@@](C)(O)C(F)(F)F,-9.066666603088379,1
CC1(C)OC(c2ccc(S(C)(=O)=O)cc2)=C(c2cc(F)cc(F)c2)C1=O,-9.066420555114746,1
[1*]C(=O)CCS(=O)(=O)C[8*],-9.049360275268555,1
[5*]N1CCc2oc3c(Cl)cc(S(=O)(=O)c4ccccc4)cc3c2C1,-9.03327465057373,1
[9*]n1nc([14*])c([16*])c1C,-9.031655629475912,3
[9*]n1nc(C)nc1[14*],-9.029128265380859,5
[13*][C@H]1COC(N)=N1,-9.028776168823242,2
[1*]C(=O)C1(O)c2ccccc2NC(=O)N1[10*],-9.021495819091797,1
[4*]CC([8*])S(=O)(=O)c1ccc(F)c(C)c1,-8.993888854980469,1
[15*]C1CCN(C2CCc3cc([16*])ccc32)CC1,-8.984945297241211,1
[16*]c1ccc(C#CC2CC2)c(Cl)c1Cl,-8.984945297241211,1
[5*]N1CCc2noc([14*])c2C1,-8.976719856262207,1
[10*]N1CCN([10*])C(=O)C1=O,-8.97150707244873,1
[14*]c1nc2ccc(C)cc2s1,-8.965396881103516,2
[13*][C@H]1OCCC[C@@H]1[15*],-8.959186553955078,1
[8*]CN1C(=O)c2ccccc2S(=O)(=O)c2ccc([16*])cc21,-8.955780029296875,1
[13*][C@@]1(C)N=C(N)OCC1(F)F,-8.955568313598633,1
[4*]CC#Cc1cnc([14*])c(Cl)c1,-8.955568313598633,1
[5*]N1CNc2nc3ccccc3n2C1,-8.938922882080078,1
[13*]C1CC(c2cc([16*])c([16*])c([16*])c2)=NN1C(C)=O,-8.933785438537598,1
[14*]c1cnc([14*])c([14*])n1,-8.931452433268229,3
[16*]c1cc(=O)[nH]c2cc3c(cc12)N1CCC[C@@H]1CO3,-8.920350074768066,1
[16*]c1cnc2[nH]c(=O)n(C)c2c1,-8.917311668395996,1
[10*]N1CCc2c([16*])cccc2C1=O,-8.910393714904785,1
[14*]c1ncc(Cl)s1,-8.902726173400879,1
[9*]n1cc(S(=O)(=O)C2CCCC2)cn1,-8.902726173400879,1
[16*]c1ccnc2c1c([16*])c1n2CCCC1CC(=O)O,-8.89249324798584,1
[5*]NS(=O)(=O)N1CCOCC1,-8.890497207641602,1
[16*]c1ccc(F)c(I)c1,-8.879012107849121,1
[5*]N1CCC2(CC1)CC(=O)c1ccccc1O2,-8.875784873962402,1
[9*]n1nc([14*])c2c1CC(C)(C)CC2=O,-8.866777420043945,1
[12*]S(=O)(=O)c1ccc2c(Cl)cnc([14*])c2c1,-8.849785804748535,1
[14*]c1cccc(F)n1,-8.818293571472168,1
[14*]c1nc2c(s1)CCCc1n[nH]cc1-2,-8.818293571472168,1
[12*]S(=O)(=O)c1cc(Cl)c2c(c1)C[C@H](C)O2,-8.807426452636719,1
[5*]N1CCC[C@]2([15*])c3ccccc3CC[C@@H]12,-8.80698299407959,1
[8*]C[C@@H](N)CC(=O)O,-8.797795295715332,1
[14*]c1nocc1[16*],-8.796185493469238,2
[15*][C@]12CC[C@H](CC1)C2(C)C,-8.790223121643066,1
[13*][C@@H]1O[C@@H]([13*])CC[C@H]1[15*],-8.766646385192871,1
[14*]c1[nH]ncc1[16*],-8.764570236206055,2
[16*]c1ccc(C#Cc2ccccc2)cc1,-8.76019287109375,1
[15*]C1CC1C,-8.750080108642578,1
[9*]n1cc([16*])ccc1=O,-8.716798782348633,1
[12*]S(=O)(=O)c1ccc2oc([14*])c(C)c2c1,-8.687520980834961,1
[15*]C1([15*])CC([15*])([15*])C1,-8.68168830871582,1
[4*]CC(=O)N/N=C\C,-8.676730155944824,1
[9*]n1cc([16*])c(=N)nc1C,-8.676345825195312,1
[1*]C(=O)C(C)F,-8.660381317138672,1
[5*]N1CCc2cc(Br)cc(S([12*])(=O)=O)c21,-8.657454490661621,1
[16*]c1cc(=O)[nH]c2c([N+](=O)[O-])cccc12,-8.653316497802734,1
[14*]c1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,-8.645623207092285,1
[14*]c1snnc1C,-8.64129892985026,3
[5*]N1C[C@@H]2[C@H]([15*])CCN([5*])[C@@H]2C1,-8.64067554473877,1
[15*][C@H]1CCNC1,-8.636022567749023,2
[15*][C@@H]1CC=CC[C@H]1C,-8.62944221496582,1
[5*]N1CC(C2CCC2)C1,-8.62944221496582,1
[6*]C(=O)N1N=C(c2ccc([16*])c([16*])c2)CC1[13*],-8.626723289489746,1
[4*][C@@H](C)C(C)(C)C,-8.614609718322754,1
[7*]C1C([15*])C[C@H]([15*])[C@H]([15*])[C@H]1O,-8.609358787536621,1
[5*]N1C[C@H](O)C[C@H]1[13*],-8.607427597045898,2
[5*]N1CCc2c(cnn2[9*])C1,-8.594284057617188,2
[15*]C1CCOC1,-8.576859907670455,11
[4*]C(C)CCC(C)C,-8.567178726196289,1
[9*]n1cc([16*])c(=O)c2c(C)nn(C)c21,-8.567178726196289,1
[8*]C[C@H]([8*])CO,-8.563384056091309,2
[14*]c1snc(O)c1/C(N)=N/C(C)CO,-8.561041831970215,1
[12*]S(=O)(=O)c1ccc2c(c1)CNC([13*])([13*])C(=O)N2,-8.558757781982422,1
[14*]c1nn(C)cc1[16*],-8.55306396484375,5
[16*]c1cc2occ([16*])c(=O)c2cc1O,-8.54865550994873,1
[9*]n1ncc2cc(S(N)(=O)=O)c(Cl)cc2c1=O,-8.539401054382324,1
[15*][C@@H]1CNC1=O,-8.515473365783691,1
[5*]N1CCCC2(O)c3ccccc3N(C)C12,-8.504953384399414,1
[4*]C(C)CCC,-8.486685752868652,2
[14*]c1nccc2c1[nH]c1ccc([16*])cc12,-8.478959083557129,1
[9*]n1nc([14*])n2cc(S([12*])(=O)=O)cc2c1=O,-8.459746360778809,1
[14*]c1n[nH]c2c([14*])ncnc12,-8.459616661071777,1
[16*]c1ccc(S(=O)(=O)N2C(=O)NC(=O)C23CCCc2ccccc23)cc1,-8.42077350616455,1
[14*]c1nc([14*])c2c(n1)C(C)(C)OC2,-8.420315742492676,1
[5*]NC1=NC([13*])C2=C(CCCC2=O)N1,-8.414241790771484,1
[1*]C(=O)[C@@H](C)N,-8.400575637817383,1
[4*][C@H](C[8*])C1=NNC([13*])N1[5*],-8.400575637817383,1
[5*]N1CCOc2nc3c(C)cccc3cc2C1,-8.383379936218262,1
[10*]N1C(=O)NC([13*])([13*])C1=O,-8.381654739379883,3
[9*]n1nnc2c([14*])ncnc21,-8.379537582397461,1
[15*][C@H]1[C@@H]2CC[C@@H](C)C[C@H]2C=C[C@H]1C,-8.374567985534668,1
[16*]c1c[nH]c(=O)c([16*])c1O,-8.374567985534668,1
[14*]c1ccc([16*])c(=O)[nH]1,-8.37279987335205,1
[16*]c1ccc2cccc(F)c2c1,-8.37279987335205,1
[4*]CC([8*])C(C)C,-8.37279987335205,1
[9*]n1c(=O)[nH]c2ncc([14*])nc21,-8.366172790527344,1
[10*]N1Cc2c(nc(C)c([16*])c2[16*])C1=O,-8.359050750732422,1
[15*]C1CN2CCc3cc([16*])c([16*])cc3C2CC1O,-8.355311393737793,1
[10*]N1C(=O)c2ccccc2S1(=O)=O,-8.342966079711914,4
[14*]c1n[nH]nc1C,-8.304991722106934,1
[8*]C[C@@H](C)CC,-8.304991722106934,1
[16*]c1cc(Cl)c(O)cc1O,-8.287676811218262,1
[5*]N1Cc2ccccc2C[C@@H]1[13*],-8.287676811218262,1
[15*][C@H]1[C@H]2[C@@H]1[C@@]([15*])(N)C[C@@H]2[15*],-8.263864517211914,1
[9*]n1c(S)nc2c(N)ncnc21,-8.26066780090332,1
[13*][C@H]1CC[C@@H]2[C@@H]([15*])[C@H](O)C[C@@H]2O1,-8.260560035705566,1
[16*]c1cn(OC)c2ccc3c(c2c1=O)COCO3,-8.254467010498047,1
[14*]c1nc2cc(Cl)ccc2[nH]1,-8.253135681152344,3
[16*]c1cc2c(cc1N)c(=O)c([16*])cn2C,-8.252286911010742,1
[12*]S(=O)(=O)c1ccc2ccc([16*])cc2c1,-8.24736499786377,1
[16*]c1ccc2ncnc(N)c2c1,-8.24736499786377,1
[1*]C(=O)C1=C(C)N([10*])C(=O)NC1[13*],-8.242098808288574,1
[14*]c1nc([14*])c2c(n1)[C@@](C)(CC(C)(C)O)OC2,-8.225066184997559,1
[15*]C1CNc2c([16*])cnn2C1,-8.218804359436035,1
[14*]c1nc2c([nH]1)CCCNC2=O,-8.216804504394531,1
[16*]c1ccc2c(C)n(C)nc2c1,-8.182740211486816,1
[14*]c1ocnc1/C=c1\[nH]c(=O)/c(=C/c2cccs2)[nH]c1=O,-8.171366691589355,1
[10*]N1C(=O)[C@H]2[C@@H]([13*])N[C@]([13*])(C)[C@H]2C1=O,-8.170385360717773,1
[5*]N1CCC2(CC1)CC(CC(=O)O)c1cc(Cl)ccc12,-8.169999122619629,1
[14*]c1ncc2c(n1)-c1c(nn(C)c1[14*])CC2C,-8.15019702911377,1
[5*]N1CCc2cc([16*])c([16*])cc21,-8.145037651062012,1
[4*]CC(=O)N1C[C@@H](O)[C@@H]([13*])N([10*])C(=O)N1[10*],-8.124767303466797,1
[3*]OC(F)(F)Cl,-8.124322891235352,2
[16*]c1cnc(C)c([16*])c1,-8.112982749938965,1
[16*]c1ccc2c(c1)CCC[C@H]2N,-8.103860855102539,1
[14*]c1nc(S(C)(=O)=O)ncc1Cl,-8.07885456085205,1
[16*]c1ccc(Cl)c(N)c1,-8.072330474853516,1
[14*]c1ccnc2c([16*])cnn12,-8.071236610412598,2
[12*]S(=O)(=O)CC(C)O,-8.069846153259277,1
[14*]c1nn(C)c([14*])c1C,-8.066062927246094,1
[5*]N1Cc2cncnc2C1,-8.062808990478516,1
[5*]N1CCC2(CC1)COc1ccccc1S(=O)(=O)N([5*])C2,-8.060474395751953,1
[16*]c1cc(Br)cc(Br)c1O,-8.05083179473877,1
[4*]CC(=O)N1N=C(C)CC1[13*],-8.05083179473877,1
[14*]c1nc2ncnc-2c(O)[nH]1,-8.038498878479004,2
[1*]C(=O)[C@H]([8*])C(C)C,-8.029306411743164,1
[10*]N1CC(=O)Nc2ccc([16*])cc2C1=O,-8.029306411743164,1
[5*]N1CCc2ncsc2[C@H]1c1cc(Cl)ccc1[16*],-8.028557777404785,1
[9*]n1c(C)c2c([14*])nnc(C)c2c1C,-8.00866413116455,1
[5*]N1C(N)=NC(N)=NC12CCCCC2,-8.000781059265137,1
[14*]c1cc2nc3c(c([14*])n2n1)CCCC3,-7.997669696807861,1
[13*][C@@H]1[C@H]([15*])CCS1(=O)=O,-7.994393825531006,1
[10*]N1CCOCC1=O,-7.985251426696777,4
[15*]C1[C@@H]2CC=C3C[C@@H]([15*])CC[C@]3(C)[C@H]2CC[C@@]1([15*])C,-7.982401371002197,1
[9*]n1nc2c3c(ncc2c1O)CCCC3,-7.965700149536133,1
[5*]N1CCc2c([nH]c3ccccc23)C1c1cccc(Cl)c1,-7.951858997344971,1
[5*]N1CCc2oc([14*])cc2C1,-7.951482772827148,1
[16*]c1c(O)c2cc(F)cc3c2n(c1=O)C(C)CC3,-7.939230442047119,1
O=C1CC2(CCCC2)C(=O)N1Nc1ccc(Br)cc1,-7.936427593231201,1
[5*]N(C)C1CCc2c([16*])cccc21,-7.934730052947998,1
[12*]S(=O)(=O)c1c(C)[nH]c(C)c1[16*],-7.931116104125977,2
[1*]C(=O)C([4*])(CC)CC,-7.922345161437988,1
[14*]c1ccc(Br)c([14*])n1,-7.922345161437988,1
[5*]N([5*])C1CCC(=O)c2ccccc21,-7.918356418609619,1
[15*]C1CC2CCC1O2,-7.915729999542236,1
[3*]ONC(=N)c1cnn2c(C)cc(C)nc12,-7.915470600128174,1
[1*]C(=O)[C@H](C)N,-7.909384250640869,4
[6*]C(=O)C#Cc1ccc(S(C)(=O)=O)cc1,-7.89959192276001,1
[16*]c1ccc(Br)cc1Cl,-7.89394998550415,1
[10*]N1C(=O)N[C@]2(CCc3ccccc32)C1=O,-7.8822150230407715,1
[16*]c1ccc2cc(F)ccc2c1,-7.878728866577148,1
[9*]n1cccc([16*])c1=O,-7.876515706380208,3
[5*]N1CCc2cc(F)ccc21,-7.868680953979492,3
[14*]c1noc(C2=CCC([15*])CC2)c1C,-7.859390735626221,1
[4*]C(C)(C)C(=O)O,-7.850735346476237,3
[14*]c1noc2cc3c([16*])cccc3cc12,-7.849925994873047,1
[5*]N1CCC2(CC1)CC(=O)N([10*])C2,-7.847280979156494,2
[12*]S(=O)(=O)c1ccc2c(c1)C(=NO)c1cc(S([12*])(=O)=O)ccc1-2,-7.827885627746582,1
[15*][C@@H]1C[C@H]2CCC[C@@]2([15*])C1,-7.825747489929199,4
[14*]c1nc(N)cc(O)n1,-7.821019649505615,1
[1*]C(=O)CCO,-7.816474914550781,1
[14*]c1ncc2c(n1)CC(C)CC2=O,-7.805511951446533,1
[5*]N1CCSCC1[13*],-7.799153804779053,1
[5*]N1CCOc2ccc([16*])cc2C1,-7.792062282562256,2
[14*]c1cc2c(=O)n3cccc(C)c3nc2s1,-7.7901129722595215,1
[9*]n1c(=O)n([9*])c2c([14*])nc([14*])nc21,-7.787747383117676,1
[16*]c1cn(C)nc1C,-7.7870133717854815,3
[14*]c1cc(=O)[nH]c([14*])n1,-7.779601573944092,2
[1*]C(=O)N1CCCN1C(=O)[C@@H](N)C(C)CC,-7.7765607833862305,1
[16*]c1cc(N)c(Cl)cc1[16*],-7.776495615641276,3
[14*]c1ccc2ccc([16*])cn12,-7.765594005584717,1
[16*]c1ccc2nc(Cl)cc([16*])c2c1,-7.762404918670654,1
[14*]c1ncc2c(n1)CC1CCC2N1,-7.75924015045166,1
[5*]N1CCC2(CC1)c1ncc(C)n1CCN2[5*],-7.74111795425415,1
[16*]c1cc(=O)n(C)c2ccccc12,-7.740423679351807,1
[16*]c1cnc(N(C)N(CC=C)S(=O)(=O)c2cc(Cl)ccc2Cl)c(Cl)c1,-7.735623359680176,1
[14*]c1ccc2c(Cl)cc([14*])n2n1,-7.7347846031188965,1
[13*][C@@H]1NC(=O)C[C@H](O)[C@H]([13*])NC(=O)CCCCCCCCCCCNC1=O,-7.7336859703063965,1
[16*]c1cnc(C)nc1C,-7.732306003570557,2
[14*]c1nc2c([16*])cccn2n1,-7.729915142059326,1
[15*][C@@H]1CC[C@]2([15*])C[C@H]12,-7.716620922088623,1
[16*]c1cccc2c1CCCC2,-7.714980602264404,2
[14*]c1nnnc2cc([16*])ccc12,-7.696366786956787,1
[5*]N1CCCCC12CCc1cc([16*])ccc1C2=O,-7.68436861038208,1
[14*]c1cc(O)c2cccnc2n1,-7.684321880340576,1
[9*]n1cc(C)cn1,-7.677045440673828,5
[16*]c1ccc(I)c([16*])c1,-7.673736095428467,1
[5*]N1CC[C@@H]2C[C@@H]3CCC[C@H]([15*])C(=O)N3[C@@H]2C1,-7.664687633514404,1
[11*]SC1=C(O)OC([13*])([13*])CC1=O,-7.65253210067749,1
[5*]N1CC([15*])C([15*])C1,-7.649001121520996,2
[14*]c1cc(=O)c2cc(F)cc(O)c2o1,-7.6436543464660645,1
[12*]S(=O)(=O)c1ccc(F)cc1F,-7.636756420135498,2
[14*]c1cc2cnccc2c([14*])n1,-7.635083198547363,1
[14*]c1cc2ncccc2c([14*])n1,-7.634735107421875,1
[14*]c1ncc2ccnc([14*])c2n1,-7.632879734039307,1
[15*][C@@]12CCC[C@@H]1CN(S(=O)(=O)N(C)C)C2,-7.630320072174072,1
[14*]c1nc2sc(S(N)(=O)=O)nn2c1[14*],-7.627792835235596,1
[13*]C1(C)Cn2cc([N+](=O)[O-])nc2O1,-7.61915397644043,1
[9*]n1c([14*])cc(=O)n(C)c1=O,-7.607239246368408,1
[5*]N1CCN(C)C[C@@H]1[13*],-7.604919910430908,1
[5*]N1CC[C@@H](O)C1,-7.59503173828125,3
[9*]n1nc(C)c(S([12*])(=O)=O)c1C,-7.594171047210693,1
[16*]c1cncnc1,-7.593122355143229,15
[5*]N1CCC2(CC1)CCN2[5*],-7.578193187713623,1
[14*]c1cc([16*])c(Cl)cn1,-7.572048187255859,3
[9*]n1nnc2cc(C)cnc21,-7.568598747253418,1
[14*]c1cn2nc(C)ccc2n1,-7.554254055023193,1
[16*]c1ccc2c(c1)C1(CCO2)NC(=O)NC1=O,-7.550533294677734,1
[16*]c1cncc2ccccc12,-7.549910068511963,2
[14*]c1cc(O)c2ccccc2n1,-7.540923595428467,1
[16*]c1cc([16*])c(C)cc1[16*],-7.538283665974935,3
[5*]N1[C@@H]2CC[C@@H]1CC([15*])C2,-7.528097629547119,1
[14*]c1cnc(C)c(N)n1,-7.501343250274658,1
[1*]C(=O)C1=CCCCC1,-7.493015289306641,1
[15*]C1(C#N)CC1,-7.4840474128723145,2
[14*]c1ncc(Cl)cc1Cl,-7.479528427124023,3
[14*]c1c([16*])c([16*])c2n1C[S+]([O-])C2,-7.479472637176514,1
[5*]N1C[C@@H](F)[C@H](F)C1,-7.474730968475342,1
[16*]c1cc(C)nc2c1CCCC2,-7.467366695404053,1
[13*][C@@H]1CC([13*])([13*])N=C(N)O1,-7.4500274658203125,2
[15*]C1CCOCC12CCCC2,-7.447173595428467,1
[10*]N1C(=O)CC[C@@H]1[13*],-7.444613138834636,3
[5*]N1C[C@@H]2OCCO[C@H]2C1,-7.441163539886475,1
[16*]c1ccc(F)cc1Cl,-7.434547424316406,8
